author_name,author_desc,tweet,language
ILLingsworth,"music with @rufiojones @seanuppercut @stryfeD, beats, raps, videos. born & bred resident of Detroit. smooth due to alopecia universalis. sc:pimpinstein5",RT @STREETCORNERSCM: @StroElliotMusic @itunes preorder is live https://t.co/MOVzi5Rtfw,en
em,im shook 24/7,RT @GomezNarry: Idc Apple can never EVER top the legendary iOS 7 update #iOS10 https://t.co/IOolhEClZv,en
Rich Homie Han,never give up. never back down. never lose faith.,RT @Powerful: Join phi kappa apple pie sig chi rho rho rho your boat delta omega 3 fish oil,en
Workout World,Get in shape with @MyTraining. Download the FREE iPhone App:,"heyy, I noticed that you're a training lover, so I ask u to see my new app, it's known as MyTraining on Apple https://t.co/1HjQYvJI5s",en
97.9 The Box OnAir,"97.9 The Box OnAir, keeping you up to date on our favorite radio station, 97.9 KBXX!",Enjoy listening to No Role Modelz? Buy it right now on iTunes! https://t.co/gy4qq24BdF,en
Benjamin Botwinski,Husband. Father. Educator. Author. Spartan. Full Time Learner.,How AltSchool Is Personalizing Education By Collecting Loads of Data on Its Students - Smithsonian https://t.co/oP1vd4WIWC,en
Nouyra.Suumhi,fashion sports twitter facebook,Apple iPhone 5C - 16GB Unlocked Smartphone Excellent Condition Various Colours https://t.co/vdrRjhcEra,en
heather chandler,my mom told me i couldnt get by just being pretty so she made sure i was rich too,https://t.co/hvmzKkKSgp,und
tw_jenkins2,,2016-09-14 18:43:20.740662 Here's to the crazy ones. The misfits. The rebels. The troublemakers. 100 round peg... https://t.co/PB7C3Gehyy,en
Gym Pumped,Get in shape with @MyTraining. Download the FREE iPhone App:,"hey, I saw that you're a health lover, so I ask you to see my iOS app, it's known as ""mytraining"" on Apple https://t.co/NrCGPWNBCl",en
Fitness Get,Get in shape with @MyTraining. Download the FREE iPhone App:,"hello, I noticed that u are a workout fan, so I encourage u to try my free app, it's known as MyTraining on Apple https://t.co/llyePtcbhm",en
Gym Runner,Get in shape with @MyTraining. Download the FREE iPhone App:,"hey, I noticed that you're a fitness fan, so I invite u to check my new app, it's known as MyTraining on Apple https://t.co/txeC69n2sH",en
USA COMPUTER DEALS,HOT USA COMPUTER DELAS,"#Sales #bestbuy #2925 Apple iPad 2 32GB, Wi-Fi, 9.7in - White (MC980LL/A) - Warranty https://t.co/RwNrjZvny4 https://t.co/bkOAoNVUrM",en
Haidar Zali,Manchester Metropolitan University. IG: @thehaidar,RT @MKBHD: If you ordered a jet black iPhone 7... you get that rare black Apple box https://t.co/DGrMexe15A,en
Fitness Apps,Get in shape with @MyTraining. Download the FREE iPhone App:,"hello, I noticed that u are a health enthusiast, so I ask u to test my new app, it's known as MyTraining on Apple https://t.co/fvumyTpEpN",en
tw_jenkins2,,"2016-09-14T18:43:23.472500 I like Taylor Swift, and so should you! https://t.co/11pQIHSlXX",en
Dean,Quaintrelle. Fumbling through my 20's...and loving every minute of it.,I'm torn: iOS 10 is the Apple I know but the fact that they're giving us 7 w/no complete solution (wireless charging) is not.,en
Wayne LaFlame,Praise ye Jah.,What took you so long smh https://t.co/Xwg8tLtKr1,en
Colleen Doherty,,"RT @FemalePains: idc, Apple could never ever top the iconic iOS 7 update https://t.co/D8azo5XCF9",en
Amanda Hankins,when life gives you lemons throw them at someone,Lol woah! https://t.co/IjEedzcgvL,en
David,true to his own spirit,"RT @TheStreet: Apple stock up on iPhone 7 preorders, CEO Cook hints at new product: https://t.co/fDUuLlyxnV $AAPL https://t.co/C8skFFAqYd",en
winter,the most,RT @_annettevan: Join phi kappa apple pie sig chi rho rho rho your boat delta omega 3 fish oil,en
GabriellaAlsopp,,Iphone reading tailpiece: apple relative to popular establishment eyes: YstbpBSVm,en
Gym Triceps,Get in shape with @MyTraining. Download the FREE iPhone App:,"hi, I checked that you're a health fan, so I invite you to try my iOS app, it's called ""mytraining"" on apple store https://t.co/VRYWhsnJDh",en
Fitness Partner,Get in shape with @MyTraining. Download the FREE iPhone App:,"hello, I saw that you're a training fan, so I ask you to check my iOS app, it's called ""mytraining"" on Apple https://t.co/KcL4ldqlkX",en
Del,And if it ain't lit I won't stick around. #bringbackcrocs,RT @_annettevan: Join phi kappa apple pie sig chi rho rho rho your boat delta omega 3 fish oil,en
Joey Adams,Sur-rup. Go Green.,When an artist releases on Apple Music but waits two weeks for Spotify https://t.co/EPUA8vXSgu,en
Renata DeWeert,"Mother of an Artist & Entrepreneur. Founder & CEO of Innovae Group, LLC. - Love Art, Technology & Innovation http://www.innovaelogistics.com",6 Signs Your Wife Is Totally Fed Up With You - The Huffington Post - US https://t.co/EpaqLSFiAN,en
TYLER ROYALE,|TheGirlnextdoor|,@VicBeats yea on Apple Music,en
Jenni,"feminist, +size, makeup enthusiast, IG: jenni_innej , Snapchat: jenni.meow","RT @nostrilcake: If you don't like Apple products but yet year after year you continue to purchase them, then who's fault is it really?",en
Phillie,My purpose in life right now is to defeat Dirty Donald Trump.,RT @puppymnkey: Watch This Pastor Cut Off Donald Trump Mid-Speech - Slate https://t.co/NH5dwQVBGK,en
Deplorable Jim,"Every cloud has a silver lining (except for the mushroom shaped ones, which have a lining of Iridium and Strontium 90)","Student Hanged Herself After University Failed to Investigate Rape, Suit Claims - VICE https://t.co/uph8ghYuWz",en
tw_jenkins2,,2016-09-14 18:43:28.529215 Here's to the crazy ones. The misfits. The rebels. The troublemakers. 100 round peg... https://t.co/hHdfMHEVo7,en
tw_jenkins2,,2016-09-14 18:43:29.519490 Here's to the crazy ones. The misfits. The rebels. The troublemakers. 100 round peg... https://t.co/m3B2p8nuAT,en
Mike Schauer,Southeast side http://chi.Dad grandpa.sports nut.proud union sprinkler fitter LU 281 Progressive liberal rock climbing healthcare for all.say no 2 DV&SA,RT @puppymnkey: Watch This Pastor Cut Off Donald Trump Mid-Speech - Slate https://t.co/NH5dwQVBGK,en
JLo,"You can't make everybody happy, you're not a nutella jar. || Life is short and so am I.","At this point, I'm convinced that Apple hears what customers want in their apple products and they do the complete opposite.",en
EBAYIPADS,Posting the most recent Apple iPad listings from eBay!,"#EBAYIPADS Brand New Apple iPad Air 2 16GB, Gold, Wi-Fi, 9.7"" Retina Display https://t.co/Fq4IxaZOtK",en
EBAYIPADS,Posting the most recent Apple iPad listings from eBay!,"#EBAYIPADS Apple iPad mini 1st Generation 16GB, Wi-Fi + Cellular (AT&amp;T) https://t.co/4Zh0uSxU2O",in
Workout Triceps,Get in shape with @MyTraining. Download the FREE iPhone App:,"hello, I checked that u are a gym admirer, so I suggest u to try my iOS app, it's known as MyTraining on Apple https://t.co/SAXsWPSTWA",en
EBAYIPADS,Posting the most recent Apple iPad listings from eBay!,"#EBAYIPADS Apple iPad 2 64GB, Wi-Fi, 9.7in - White (MC981LL/A) https://t.co/OxmflNNHSW",en
Scott D2Z,"16, SHS Junior, 'Fishin Kid'","so apple signed me out of my phone and now it cannot ""reach its own servers"" and is trying to re activate my phone even though i didnt ask",en
EBAYIPADS,Posting the most recent Apple iPad listings from eBay!,"#EBAYIPADS APPLE IPad Air A1475 Black 9.7"" 16GB AT&amp;T Wi-Fi + Cellular Tablet https://t.co/FSQaa9xU1p",en
mary,cvhs | amosc: maryfawcett,"RT @FemalePains: idc, Apple could never ever top the iconic iOS 7 update https://t.co/D8azo5XCF9",en
EBAYIPADS,Posting the most recent Apple iPad listings from eBay!,#EBAYIPADS Earjack Issue Apple iPad mini 2 64GB Wi-Fi Cellular Verizon Unlocked  Silver LTE https://t.co/6kiMTDjd2Y,en
Fitness Gainz,Get in shape with @MyTraining. Download the FREE iPhone App:,"hello, I noticed that you're a health fan, so I ask u to see my free app, it's known as MyTraining on Apple https://t.co/m1WUJxDeQT",en
EBAYIPADS,Posting the most recent Apple iPad listings from eBay!,"#EBAYIPADS Apple iPad Air 2 16GB, Wi-Fi, 9.7in - Black (Latest Model) https://t.co/JctperbWoQ",en
Lucas Survik,,"Nunca mais reclamo de iphone, 3 dias sem e quase morri, obrigado pelo castigo @apple eu aprendi!!",pt
ProG4mer,"PS4 ID: WizardMD, I love to play soccer, video games plus I'm a Physician",PS4/PS Vita Exclusive Valkyria: Azure Revolution Gets Gorgeous Trailer Featuring Story and Characters - DualShockers https://t.co/IDnn0idImd,en
EBAYIPADS,Posting the most recent Apple iPad listings from eBay!,"#EBAYIPADS Apple iPad 1st Generation 16GB, Wi-Fi, 9.7in - Black (MB292LL/A) Free Shipping https://t.co/gj9flYC8gM",en
Fitness Life,Get in shape with @MyTraining. Download the FREE iPhone App:,"hey, I checked that u are a health fan, so I ask u to check my iOS app, it's called ""mytraining"" on apple store https://t.co/syh44kEWAF",en
#follow4follow,,Best Power Adapter/Charger on Amazon for Macbook Pro with Retina Display and Apple Macbook Air - FASTEST LAPTOP... https://t.co/rhAYCRzyN8,en
followLAFdope,Recording Artist/Songwriter/ EP Project 87 available now https://itunes.apple.com/us/album/project-87/id1070810673 followlafdope@gmail snapchat: followlafdope,@JordanNBallou good looking lil bro Thanks for the rt and for listening https://t.co/MaerUIFOdQ #LoveLiveLAF https://t.co/Ywl8sjUILa,en
EBAYIPADS,Posting the most recent Apple iPad listings from eBay!,"#EBAYIPADS Apple iPad Air 2 64GB, Wi-Fi, 9.7in - Gold (Latest Model) https://t.co/XfmiNhTPk9",en
Gym Fun,Get in shape with @MyTraining. Download the FREE iPhone App:,"hey, I saw that u are a exercise fan, so I invite u to test my new app, it's called MyTraining on Apple https://t.co/V1iAdtloNH",en
EBAYIPADS,Posting the most recent Apple iPad listings from eBay!,"#EBAYIPADS Apple iPad 4 9.7"" 128GB Tablet w/ Wi-Fi + 4G AT&amp;T White 4th Gen https://t.co/JhgbGqglqo",en
jordyn,"Brock MA Student, Carleton Alum, dabbling in sports. 1D and kardashian fan. enthusiast of sushi, starbucks, Tiffany's and Diet Coke. Contributor to @Leafshub",@Apple what did you do to the emojis?,en
Drew Urlichs,"Events Manager in Melbourne, Australia & Christchurch, New Zealand. Masters in Sports Business, Sports Fan, Lover of good Coffee & Music. Instagram drew_urlichs",@reneritchie Those fixes didn't work for my phone and now I have nothing to use. currently being looked at by an apple registered store.,en
EBAYIPADS,Posting the most recent Apple iPad listings from eBay!,"#EBAYIPADS Apple iPad mini 1st Generation 16GB, Wi-Fi, 7.9in - White &amp; Silver https://t.co/5Dwh1CHUhs",en
JBWJR,Sociologist; studies+tweets re:evangelicals; tweets my own~poltcl ind~native Txn~ULM alum~@DCExaminer @JamesRosenFNC @TheIRD @IJM @CSLewisInst @edstetzer follow,"Study: Religion contributes more to the U.S. economy than Facebook, Google and Apple combined https://t.co/hvNw7OYGZd",en
EBAYIPADS,Posting the most recent Apple iPad listings from eBay!,"#EBAYIPADS Apple iPad Air 1st Generation 128GB, Wi-Fi, 9.7in - Silver https://t.co/s4qqzvLoH8",de
Brian Beckcom,Trial Lawyer at VBAttorneys. Computer Science & Philosophy Degrees. Texas Aggie Hoops Letterman '96. Proud Member of Corps of Cadets. #Gigem #Corps #AggieHoops,"These folks are evil. 

Big Beer Takes on Little Weed at the Ballot Box - New York Magazine https://t.co/scT09feMM5",en
Hans,"As thirteenth in line, I was desperate. Clearly Anna was right about one thing: I didn't get away with it. Plan B, anyone? | #Frozen #BFA #DisneyRP |","&lt; otherwise perfect reputation. Had I succeeded, I'd have been the apple of my parents' eyes. I had nearly put Arendelle behind me. Paid it&gt;",en
Fitness Xtreme,Get in shape with @MyTraining. Download the FREE iPhone App:,"hi, I checked that u are a gym fan, so I invite u to see my new app, it's known as ""mytraining"" on Apple https://t.co/oy0iTmETQu",en
Tone,astros/@tigers @Lions fan I'm a Twitterfanatic when in doubt tweet it out . need help with your fantasy football team . Go follow @jimmysfantasyfb,RT @GuysPictures: The only Apple product that's loyal and lasts forever. https://t.co/SUNULr1IoL,en
disco lemonade,"I have no plans for life, but I do have lots of pets and smile a good bit so I consider myself lucky",Hey fuck this thank u I will enjoy my 6 pack and my mcchicken thanks very much https://t.co/Bf5yc4pV6H,en
johnnyappleseed,instagram: @john_riewe22 snapchat: john_riewe21 BRHS 18' Go Cavs,"RT @SoDamnTrue: idc, Apple could never ever top the iconic iOS 7 update https://t.co/9wqvMbXTJT",en
Lindsey Plemons,Life is short and so am i,"RT @FemalePains: idc, Apple could never ever top the iconic iOS 7 update https://t.co/D8azo5XCF9",en
Cassidy Segel,,Apple pie,en
Workout App,Get in shape with @MyTraining. Download the FREE iPhone App:,"hey, I saw that u are a gym admirer, so I encourage u to check my new app, it's known as MyTraining on Apple https://t.co/9RMcfqr6xg",en
Workout Free,Get in shape with @MyTraining. Download the FREE iPhone App:,"hello, I saw that you're a workout fan, so I invite u to try my new app, it's called ""my training"" on Apple https://t.co/R8x6u07JsM",en
Jake,17,RT @SadderDre: Id pick Soundcloud over Apple music any day,en
Zanetta Eave-Barnett,#Election2016 #Black Community #Entertainment #Food & Drink #Gov Officials & Agencies #Government & Politics News #Humanitarian #Political News #US & World News,Watch Barbara Lee Predict 15 Years Ago That Congress Was OK'ing Endless War - The Huffington Post - US https://t.co/TONE3hWwkU,en
Evonika,"Founder of VOICE Through Christ Minostries . Devoted disciple of Jesus Christ, & creative professional.",Important SocialRecalls Safety Alert: Publix Recalls Apple Coffee Cakes  (Foreign Matter-Metal)... https://t.co/hljqjJ9E1L,en
Morg,Snapchat: morganbrak1,@KendylRomero_ I freaking know like what you doing Apple,en
Claydog,Money on my mind. You should think the same.,Apple Music needs to add Acid rap and 10 day so I don't run out of @chancetherapper to bump.,en
emotional commie,a voice like coffee grounds,"RT @FreddyAmazin: idc, Apple could never ever top the iconic iOS 7 update https://t.co/wydzIVfIWS",en
Olivier,,"Hey, check out this game, GyroSphere Trials! https://t.co/6MrxlshhzW",en
Morgan Stout,Lacey thinks I'm full of shit,"RT @DisickReactions: idc, Apple could never ever top the iconic iOS 7 update https://t.co/jS8pZKRzcM",en
HIPSTER TITO,I keep it RISPy. I have 3 kids. Reigning 6-time Husband of the Year champion. I party at Napoli's. Opinions are my own.,"@NickWilson923 @BrutalStephanie 

You are ruining people's lives with your green apple nonsense, @Skittles.",en
Gym Extreme,Get in shape with @MyTraining. Download the FREE iPhone App:,"hi, I saw that u are a workout admirer, so I suggest you to check my free app, it's called MyTraining on Apple https://t.co/L0rkO8tqVT",en
Luca Brasi,"Rowan '19 Get out your feelings lil homie, lets get it. 6'0 with a hammer","RT @leahkasper: still waiting for apple to bring back ""tap to tweet""",en
cAsh,I only throw people under the bus who drove it first. #GayAsHell,RT @Powerful: Join phi kappa apple pie sig chi rho rho rho your boat delta omega 3 fish oil,en
SmithMediaStrategies,Powering ideas. Empowering communities.,"When it comes to the Apple Watch, the second time's the charm. https://t.co/3mHq1pxyWi via CNET",en
Fantastic ComputerTa,Fantastic ComputerTablets - Deals and More - Search for any product and BuyCheap2Day!!,3D Luxury Handmade Bling Crystal Case Cover for Apple ipad Air 2  New C22 https://t.co/DZnkDxbhok https://t.co/4AQKNG6eKR,en
The Alternative,"Recommending the best new music. Indie, Alternative, Punk, and Hiphop. Tweets by @HendoSlice, @Emdubin, @SeanTheCaptain, @ChrisMustard, @loser513 & @jawnjackk.","RT @thefader: Spotify reaches 40 million subscribers, outpaces Apple Music growth. https://t.co/VC30eH7WNk https://t.co/wtQ8ynJIhq",en
Workout Xtreme,Get in shape with @MyTraining. Download the FREE iPhone App:,"hello, I saw that you're a workout fan, so I suggest u to try my iOS app, it's known as MyTraining on Apple https://t.co/MgkdKLNExH",en
Workout Partner,Get in shape with @MyTraining. Download the FREE iPhone App:,"heyy, I saw that u are a fitness fan, so I suggest you to try my iOS app, it's called ""my training"" on Apple https://t.co/42jfwI51X2",en
28 Grams,Make every second count / believe in yourself / follow and download music by @KayDizzleMusic thank you,RT @IAmFaithTho: https://t.co/c7PjWKF2MU bangin single by @KayDizzleMusic in rotation on Apple Music #newrapartist,en
Adedamola Ashimi,Limited Edition of crazy.,"Listen to ""Chimes (Rmx) [feat. Pusha T, Future, Travi$ Scott, French Montana]"" by Hudson Mohawke on Apple Music. https://t.co/KwbqgjrtYD",en
mandari,i don't care ...,Latest: US vs. Apple over San Bernardino iPhone #iPhone... https://t.co/9ApHWjeoUA #iPhone,en
Xperia Fan YouTube,,I added a video to a @YouTube playlist https://t.co/ixOKw9IEoL Apple iPhone SE iOS 10 vs Galaxy Note 7 Speed Test,en
Joseph B. Jaskolka,"I was shot in the head on New Years Day of 1999, in Philadelphia, PA. I was only 11 years old!!!",NRA group airs 1st ad against Nevada gun buy checks measure - The Washington Times https://t.co/1hkWVW7l5f,en
carmen,obscured by clouds,RT @LifeAsBros: The only Apple product that's loyal and lasts forever. https://t.co/Gh6Bj5US11,en
Balla G,,"Listen to My Favorites Mix by Apple Music for Tachina on #AppleMusic.
https://t.co/2EPoV3pg49 https://t.co/2EPoV3pg49",en
mohamad irsyad,la tahzan :),RT @bharianmy: iPhone 7 lonjak saham Apple ke paras tertinggi https://t.co/4Pon042APK,in
Fitness Health,Get in shape with @MyTraining. Download the FREE iPhone App:,"heyy, I saw that u are a health fan, so I invite u to see my free app, it's known as ""my training"" on apple store https://t.co/EqqL1meISY",en
Fitness Shape,Get in shape with @MyTraining. Download the FREE iPhone App:,"heyy, I checked that u are a workout fan, so I ask u to see my free app, it's called ""mytraining"" on apple store https://t.co/0mZXrv4hjR",en
Workout Training,Get in shape with @MyTraining. Download the FREE iPhone App:,"heyy, I saw that you're a health fan, so I invite you to test my free app, it's called MyTraining on apple store https://t.co/PAYe6Zfo7R",en
Thomas  Mckenna,#rollspos,Out of everything why can't apple add a low power mode button to the menu when u swipe up...,en
Workout Appstore,Get in shape with @MyTraining. Download the FREE iPhone App:,"heyy, I noticed that u are a workout admirer, so I suggest u to try my free app, it's called MyTraining on Apple https://t.co/dsA7dgybvd",en
Quentin Zervaas,Apple Design Award 2016 winner.,Which highlights an issue with the Apple TV UI: Their scrolling feels backwards to me. https://t.co/fMG4IHHtbZ,en
Jerome Elam,CEO Trafficking in America Task Force/Child Sex Trafficking Survivor/Marine Corps Veteran/Communities Digital News Columnist/Speaker/Advocate for child victims,India to get its first hotline to report child pornography next week - Mashable https://t.co/wMdDTfbZJt,en
Helena Kopka,,Apple Music removed every song I've ever added FUCK my life I'd rather die,en
william wood,,Trump looks like the whole dam family is crooked and criminals and habitual https://t.co/c5dxVO4QAJ does fall far from the tree.really.,en
Donna Wright,"wife, mom, Christian educator, discipler, writer, Ph. D. student & traveler --God, make me worthy of what I  wrote about myself.","New macbook pro from the Apple Store. Thanks @Drctwright , you are the greatest.",en
xavier,@elonmusk is the future. Madden hates me.,"If y'all use Apple Music and wants songs listed alphabetically by song name rather than by artist, here's how  https://t.co/3cpXfljkBp",en
Fitness Muscles,Get in shape with @MyTraining. Download the FREE iPhone App:,"heyy, I noticed that u are a workout admirer, so I invite u to test my new app, it's called MyTraining on Apple https://t.co/h7dZ7LXboS",en
Bestbookings,"BOOK WITH THE BEST! WE BOOK SHOWS! ALL NATIONAL HIPHOP,R&B, CLASSIC R&B, & CELEB HOSTS!! CONTACT US AT BESTBOOKINGS@GMAIL.COM","Spotify Reaches 40 Million Subscribers, Outpaces Apple Music Growth: The streaming music company has added 10... https://t.co/APCKk4ADfV",en
Glenn A. Manlangit,Arriba Letran,RT @verge: Apple Watch Series 2 review: work it out https://t.co/jSyR5qzJf0 https://t.co/Zu5gX0HzAJ,en
Ozi,ths || '19,RT @_SydWrites: Apple really raised the bar with this commercial https://t.co/9JHWFhlxVY,en
Gold Digger Music,,"Spotify Reaches 40 Million Subscribers, Outpaces Apple Music Growth: The streaming music company has added 10... https://t.co/bN624Isoj1",en
Mac App Store Top 20,http://j.mp/1mMfen3 Mac App Store Top 20 . United States China Korea United Kingdom France Australia Germany Japan  http://j.mp/YolpPN,Australia Paid 20. 1Password - Password Manager and Secure Wallet - AgileBits Inc.  https://t.co/BhC7uqHXEI  #mac  #apple  3828,en
Adam Capps,American Kid. Saved by Grace. #noshoesnation #pimpinjoy Fayetteville State Golf,I learned today that @danielsancholo and I could be Apple tech bloggers or something,en
Betty W,Friendly twitter junkie. Travel evangelist. Hardcore student.,Apple on course for approval to open stores in India #TimCook... https://t.co/uOJ9uoy8np #TimCook,en
CarlosMBVSlimHeluRot,CMBSlimHeluRothschild UNIVERSE ^*^#3RDEYE #ClipperNationRepresentItsTime FanSince6thGrade. #1#NBA2K13 MostWins @VirginGaming. #AfroMex #BasketballWizz #DENA,RT @RyanMorse33: Redd's Apple Ale: fire your ad agency wtf.,en
6979,Fiorentina e il Whitecaps.,"RT @jesuisfelix: Hey @Apple, how about you let me group my notifications again on iOS 10?",en
Top 10 Books,"http://j.mp/1mMfen3 iTunes Store Top 10 Books. United States, China, Korea, United Kingdom, France, Australia, Germany, Japan, http://j.mp/YolpPN",Australia Paid 30. The Unlikely Pilgrimage Of Harold Fry - Rachel Joyce  https://t.co/jw6d59Q7Fu  #Books #iTunes #iPhone #Apple  3829,en
Fitness Runner,Get in shape with @MyTraining. Download the FREE iPhone App:,"hello, I checked that you're a workout fan, so I ask u to test my free app, it's called ""my training"" on Apple https://t.co/c5cq4gtVYt",en
Serendipity DooDah,,Burnett and Fallon's hilarious 'Whisper Challenge' - CNN https://t.co/6hbfPoxOdW,en
June,trans woman. she/her. aesthetic: slacker lesbian.,"Apple, why is this hard to understand: I want one function on my phone lock screen: unlock.

Nothing. Else.",en
Apple News,,"RT @rjvalmadrid: After so many updates, I still believe that the best thing that ever happened to iOS is the Google Keyboard. #apple #ios10",en
Workout Gain,Get in shape with @MyTraining. Download the FREE iPhone App:,"heyy, I noticed that u are a exercise fan, so I suggest u to test my free app, it's known as ""mytraining"" on Apple https://t.co/1eOZJc5g6y",en
Julia Almeida,,"RT @SoDamnTrue: idc, Apple could never ever top the iconic iOS 7 update https://t.co/9wqvMbXTJT",en
Lil Blacc,(I'm)possible,@Apple @AppleSupport,und
Workout Physical,Get in shape with @MyTraining. Download the FREE iPhone App:,"hi, I saw that you're a gym lover, so I invite you to see my new app, it's known as ""my training"" on Apple https://t.co/dlnb1w24O4",en
Su Ann,just saying,All the best reactions to Apple's brand new emoji https://t.co/gowrrsVLEe via @mashable,en
caitlin rodriguez,can't stay away from Braums. IG:caitlinskyeee SC:caitlinn_skye4,"RT @morgandigscats: I'm screaming, white people are so extra https://t.co/aeB8nqujzo",en
Workout Appstore,Get in shape with @MyTraining. Download the FREE iPhone App:,"hey, I saw that u are a exercise fan, so I invite you to test my free app, it's known as ""my training"" on Apple https://t.co/YMf3XAKKry",en
aldea landry,,"RT @HuffingtonPost: Apple emoji finally acknowledge that women work out, too https://t.co/P5t9sj4BUF https://t.co/oUeTdp2z41",en
Cody Mansfield,Making my way/ Molly Grace/ Jordan Tate,RT @Manstagram_: The only Apple product that's loyal and lasts forever. https://t.co/PKfNnoW4uG,en
Regan Patty,sc reganpatty2001,"RT @FemalePains: idc, Apple could never ever top the iconic iOS 7 update https://t.co/D8azo5XCF9",en
Andrew,,@DarthBlox how many apple devices do u have lol,en
Workout Bigger,Get in shape with @MyTraining. Download the FREE iPhone App:,"hey, I checked that u are a fitness fan, so I ask u to test my iOS app, it's called ""my training"" on Apple https://t.co/FzZ8yGO589",en
Workout Free,Get in shape with @MyTraining. Download the FREE iPhone App:,"heyy, I saw that u are a gym fan, so I encourage you to test my new app, it's called ""mytraining"" on Apple https://t.co/HXpdUqYbGH",en
Anthony Stewart,Journalist working for @720Perth,So @Apple's waterpistol is still a gun on the rest of the net https://t.co/q0baS68U0v,en
Raiz Makmur,Fans Paman Gober..,#BreakingNews Apple's iPhone 7 Chip Orders Are Higher Than Expected https://t.co/fMrsKem4lF,en
Karen Bethzabe,"Elena  on AMC's Fear the Walking Dead #containedsituations @fearTWD @Listenthemovie,   Sinaloense -  nos peinamos o nos hacemos trenzas?",when your friend from #listenthemovie text to meet up and at that moment your where liseting to his new single!magic https://t.co/W64rG9zo27,en
@jojo.thewave300,"CG Jack That Shit High, Stay Grimey Till We Die!!!","So Apple can change the gun into a water gun,
But not the bomb into a water baloon?
Hurd the Muslims.",en
.,Get it how you live,RT @NathanZed: why did Apple think I needed this big ass old-people font https://t.co/cP5lNn5Kws,en
terry,"Phone banking, door knocking liberal #DEM ~ Maybe I'll knock on yours! #Hillary #GOTV NO #RWNJ #GoGators  ~ peace & love #GameOfThrones",RT @puppymnkey: Watch This Pastor Cut Off Donald Trump Mid-Speech - Slate https://t.co/NH5dwQVBGK,en
"Abby olivia,","God. powerlifting, it's life. Aggies all the way. Psalm 46:5.","RT @DisickReactions: idc, Apple could never ever top the iconic iOS 7 update https://t.co/jS8pZKRzcM",en
[name='Matt Stow'],"UX & #a11y .dev--front-end at @TOTVS Labs, on GitHub http://github.com/stowball, Nintendo fan, Boy Disorder front-man, good with felt & Charlie P's dad","My favourite part was when it nearly downloaded the full 4.3gb, then died, then NaNd // @Apple",en
Reinaldo Normand,"Entrepreneur, investor and author",Why Apple CEO Prefers Augmented Reality Over Virtual Reality https://t.co/leqdMwXFxM,en
Andrews Gal,,RT @cultofmac: Apple should have made these black AirPods https://t.co/KUILXOGB4T https://t.co/h0FFJdMLt5,en
Gym Top,Get in shape with @MyTraining. Download the FREE iPhone App:,"hey, I checked that you're a gym admirer, so I ask u to try my new app, it's called ""mytraining"" on Apple https://t.co/Qt8BHBUGJw",en
Scott D2Z,"16, SHS Junior, 'Fishin Kid'",@SDetuzzi the words to describe my hate to apple right now really just dont exist,en
Loras Drake,that's all,Cisco &amp;amp; Apple Partnership on Full Display in #iOS10  MORE &gt;&gt; https://t.co/YYQw0b3BR2,en
Fitness Online,Get in shape with @MyTraining. Download the FREE iPhone App:,"hey, I checked that u are a training fan, so I encourage u to try my new app, it's called ""my training"" on Apple https://t.co/P51xPJI6PD",en
ChuckRoc,"Poet, musician, lover of beauty, technologist, investor in cool stuff, arch-enemy of mediocrity, peaceful warrior, General Badass","And though Apple and Google keep ripping off BlackBerry, they're still years behind. And BlackBerry surrenders to hipshits. Sad.",en
James E. Franco,"Actor, director, poet, professor, author and three or four other things.","I wanna know who the hell the person at Apple was who said ""the gun emoji TRIGGERS me""",en
MoviesUK,Find your latest Movies news with just one click. Don't miss out on anything happening!,"Twitter Launches Streaming Video App for Apple TV, Amazon Fire TV #Movies https://t.co/gvwq705eQw",en
jordyn,"Brock MA Student, Carleton Alum, dabbling in sports. 1D and kardashian fan. enthusiast of sushi, starbucks, Tiffany's and Diet Coke. Contributor to @Leafshub",.@Apple why do you hate me,en
AsapGallia,http://localsavage.com,#iCopterFree https://t.co/KncVcT4FL4,und
Fitness Amazing,Get in shape with @MyTraining. Download the FREE iPhone App:,"hi, I noticed that you're a gym enthusiast, so I ask u to see my new app, it's called ""mytraining"" on Apple https://t.co/CLfRj1OJBQ",en
BIG 8,HARD SQUAD- NO PROBLEM,"@liv_rogerss @Apple 
Screens that don't crack and they would beat everyone. And I know they know how to do it",en
Natalie,,In need of pointers to make healthier picks at the grocery? A study proves eating an apple 1st works! https://t.co/1IoNGxodRV,en
Gym Partner,Get in shape with @MyTraining. Download the FREE iPhone App:,"heyy, I noticed that you're a training admirer, so I ask u to see my iOS app, it's known as ""mytraining"" on Apple https://t.co/neC8oxFaln",en
Bryce Marshall,Straight Edge. Hanging out with Jessica. Guitar in @keptatbaymusic,I bet @Target will be able to hook me up with the Apple Watch @BestBuy promised me.,en
Buddahfly,Tastes a bit bitter at times.,"To preserve elephants in the wild, stop buying ivory - The Washington Post https://t.co/nupy5XrvWE",en
S. Mitchell,If found lost please return to Genoa. #BlackLivesMatters,RT @_SydWrites: Apple really raised the bar with this commercial https://t.co/9JHWFhlxVY,en
ngeh,ig : hafizuddin_010 #CRICKETER #Fighter1115 #ump,RT @bharianmy: iPhone 7 lonjak saham Apple ke paras tertinggi https://t.co/4Pon042APK,in
